dollars_pledged,campaign_duration
34101.01,17
2925,36
3470,42
50,30
1495,35
103,30
415,33
6155.66,25
255,30
2388,30
3085,30
1735,27
150,45
395,40
50457.81,28
255.5,30
290,30
7,45
110,30
0,30
5484,30
663,25
0,25
1909,30
1,30
375,30
2115,45
12264,31
300,18
80,30
1575,55
11238,39
8277.11,30
1700,15
0,30
40,30
669,41
10684,45
112,28
0,30
1,37
5203,30
130,21
242,21
0,30
662,31
26,30
20,30
160,30
10,30
600,30
0,20
34164,30
563.44,60
0,60
412,40
1,28
546,14
10276,30
1299,35
1229,30
436,30
32627.44,30
2900,23
803,30
3080,30
6660,32
202,21
0,29
5,30
1142,59
3225.19,17
11185,25
390,21
139,30
16912,30
36,30
12520,20
661026.77,30
1809,21
50,30
0,30
531,60
5171.23,86
268437.02,30
51,60
1622,30
523,30
3241,45
3433,30
11,30
395,32
3539,33
1000,30
5000,30
2617.26,31
57,30
5595,7
4541,30
92296,30
1017,46
0,30
4706,30
5,30
20,30
161,14
245,20
17610.55,30
5867,90
10,58
1,29
1,30
1862,60
18866,30
5110,21
2845,45
0,60
155,30
0,40
1636,31
8726.66,30
5206,30
10236.38,31
15308,39
1360.99,38
645,45
0,30
15,30
25182,30
51,30
7421,31
2685,30
9620,25
291,32
0,54
3852,30
14411,32
1752.13,62
840,30
5686,30
343,28
161,31
0,30
390,30
22706,10
0,45
2535,30
5663,26
0,60
40593,37
0,30
10621,30
1003,30
27867,60
2550,18
145,30
200,17
55380.11,22
513,14
1691,30
1,60
0,45
0,20
2200.1,21
5089,30
0,59
11,60
435,60
206,30
42591.78,30
6206.99,30
4956,30
610,20
7333.42,30
2,30
1,44
1,30
156,19
805,64
7397,30
0,30
314547.5,29
4390,15
350,10
12189,30
100367,30
1307.78,30
700,29
298,32
0,30
2391,31
2605,21
18825,32
10474,60
6306,30
16823,32
610,35
23065,30
6930.01,45
761,35
129,30
1005,30
1204,20
10690,31
1142,31
12542,30
50,38
1661,30
375,30
17.5,30
51,30
300,14
40671,33
0,30
551,30
2440.06,30
2718,30
75,21
1367,22
71,30
4440,31
0,30
1,15
81,30
2300,15
600,20
752,32
696,40
1,30
32821,30
1060,49
0,41
3971,30
121743.77,31
0,30
1070,20
330,30
0,20
2651,21
27688,18
7322,30
239,60
2185,60
3055,31
1753,14
10302,30
25,30
0,40
591,60
1,30
830,38
0,29
50,30
0,30
130,28
115,20
48,30
6300,30
2635,60
1012,35
5200,62
49,30
3042.64,31
25248,30
43876,32
22730.35,60
20,60
2005,17
0,30
0,20
0,15
619,30
3401,43
27137,30
22708,33
85,30
16033,30
1700,30
5688,31
0,30
700,6
0,15
75.01,45
0,60
1,30
836,28
13521,45
10,41
25846,30
75,22
200,60
1498,7
0,10
1180,30
87529,55
2179,29
2346,30
4346,35
705,28
740,22
1321,60
0,21
2621,32
285,30
34972,30
16383,30
3868,30
1250,40
13935,31
50,30
1403,30
0,13
15,30
537823.5,32
50,50
75,30
2,30
300,20
1994,30
3977,35
622.27,27
10101,42
1980,38
13,58
120,60
52,16
271,60
17532,30
7438,31
1103,30
7352.33,25
80,58
6297,30
1,30
56,60
655,30
15,28
650,30
1410,30
1240,17
5196.8,66
9756,30
1,14
307,30
1201,40
6164,60
543.01,30
375,30
40,30
0,30
513,40
25,30
825,30
225,30
58,60
0,33
11,30
30925,22
200,30
0,30
5324,31
1,11
0,30
600,15
10,7
11933,31
12208.66,58
62,30
7315,39
47,60
24461,60
3005.33,30
0,30
9114,28
2681,31
30070,30
125,26
187,30
1265,30
3575,33
12336,25
5015.58,29
41,45
1,60
5,30
76,28
55,24
2460,30
0,30
0,45
17845.69,28
10070,22
461,15
25161,31
150,60
50,29
1290,60
1342,30
10,29
13576,31
0,30
208,35
11118.68,30
327,30
6840,28
1878,20
0,59
30243.75,33
170,18
116,52
685,67
810,45
23470,30
57,30
347,50
5857,30
545,30
3361,15
86531.12,32
1563,30
7000,30
2443.55,30
4000,30
110,41
2610,26
1450,34
2606,30
554,30
0,30
83957,30
75,30
3297.66,60
1,30
31,14
1,7
10839,30
5075,58
55,10
9087,19
1010.13,30
5378,60
159,30
1,30
12776,20
7133,40
5204,31
14658,45
1056,27
10,60
1754,25
746,45
1,60
791,30
1275,34
24032,30
30,28
2037,14
165,30
355,25
20604.01,30
0,30
0,60
1426,23
40,60
59870,28
0,59
19120,30
125,60
748,60
13495,33
570,30
2150,32
2410,30
6212,30
10,30
22,30
3539.26,30
33,7
15,60
1410,60
1595,30
55,15
305,30
0,60
693.66,60
1094.44,14
846,30
26151,43
10,60
0,20
5061,60
120,48
1436,30
7505,24
0,30
196,26
2106,30
465,45
20,30
500,30
12257,30
1,30
0,30
1680,30
50,31
250,30
3915.3,30
255,43
422,30
24701,40
6184.45,36
6906,30
63716,30
11108,31
680,57
1542,30
36,60
11550,30
320,1
51400.36,30
12286,60
1,32
280,30
0,30
1,30
800,60
6465,20
0,60
1332,15
3532,30
7830.01,45
1700,65
10610,30
1233,30
14159,60
3533,30
669,30
6960,30
486,91
1925,38
8701,30
117529,46
2182,30
5035,30
0,20
1340,32
2079,29
35,30
0,60
1463,30
2660,41
6,30
25,30
0,30
1547,60
215,51
20,30
6755,29
18197,32
2000,33
6235,51
0,38
200,30
16343,41
201,60
15845,37
121,60
5,60
0,30
4850,35
23904.02,30
4150,32
1,30
1123,32
30,38
4103,41
36,30
1630,30
2530,41
1615,51
0,30
2856,30
5,20
16200,28
1666,40
5501,30
1511,40
5,30
943,30
40441,37
5011,60
100,23
4545,90
0,90
350,60
0,15
5335,30
1005,28
175,45
210,32
6140,31
10001,30
2852.66,30
2785.69,21
180,21
3150,30
5920.88,30
0,59
10375.11,30
0,30
0,44
0,40
2,30
192,30
1161,60
1450,60
2290,25
69,45
1,9
52779.25,30
6355,29
7,30
0,26
605,30
20,30
5310,20
207,30
1520,31
40437,30
5010,30
2152,45
1579,45
5,60
426,30
5,30
575,30
4355,30
2027,32
0,30
13010,30
264,30
3156,60
1026,30
0,30
101,30
1224.18,30
6372,30
1,30
10027,30
11,24
6990.66,30
6028,20
1003.1,30
0,30
71,30
6023,30
11469,37
25,30
8680.69,30
5355,30
11772,31
80,60
1563,55
25,30
10915,28
100219.98,30
0,60
580,60
32035.51,30
75,30
200,30
2,60
9669,41
4915,60
50,30
66,45
0,30
0,30
284058.28,31
4,30
81,60
0,29
5660.01,34
1028,30
13602,42
1150,30
13782,19
1030,11
529,30
3178,30
5635,30
321,30
0,30
0,60
0,30
1,28
25,30
7214,30
185,30
12442,33
1210,22
1998,34
1800,30
6001,30
741,31
5436,30
1622,40
1815,30
17332,30
70,90
480,40
8385.88,28
325,30
866,40
840,45
7000,30
0,60
495,30
3150,43
358,30
10037,30
50,30
55,15
5215,30
25924.25,36
4000,30
1606,30
43057.99,30
3786,24
772,24
0,21
5712,45
73,29
405,31
9164,30
2205,20
2153,30
5940,30
3418,30
271,40
10,60
89,60
104,30
0,60
0,45
0,60
15475,30
2250,17
401666.78,30
22485,30
6,15
20255,32
11,37
0,15
170,30
65387,60
557,30
3999795.77,28
305,30
6910,30
556,45
922,30
3210,30
4944,30
1335,32
10135.75,60
301,45
30,30
1568,30
66,51
2954,33
3358,41
5,30
709,36
275,30
6425.06,5
561,30
155,22
1920,30
1060,30
1909,30
0,30
0,60
220,30
200,27
3208,30
317,30
111,30
550,30
0,40
75243,60
2380,14
881,42
2045,54
0,15
4095,28
650.45,25
3110,30
7194,37
8479,29
11489,32
6035,30
1375,30
340,18
81,60
1555,43
0,43
0,60
1,60
26,3
50,30
16763,45
315,30
492,45
7040,38
0,60
1663,30
6237.5,60
1127,60
96,32
5106,32
12220.1,30
14185.18,29
575,45
25,30
30910,30
131220.67,30
530,25
0,15
765,29
1065,18
300,30
821,54
600,30
8761,59
1,60
2026.21,34
50,30
35,45
0,30
3900,31
26,30
29,30
1322,30
2676,30
669,26
15650,30
2231,31
7754,30
14808,30
1382.11,30
534,40
0,30
25,30
24688,24
0,45
357655.82,45
7771,24
958,45
163,30
2200,66
260,30
0,90
2500.27,50
1115,31
6534,12
13789.33,37
947,45
457,30
9074.27,28
8520,54
95,31
40,60
3105473.1,30
2600,30
101,30
7545,19
191,30
275,30
11,30
1576.81,30
561,30
11710,35
10,30
230,30
1016,46
1528,21
2249,28
1,38
5145,25
335,21
3,60
20,60
0,15
4612,30
10729,32
2025,16
2575.09,22
10355,30
1126,30
3873,30
1275,28
12584,30
310,28
5595,26
500,6
904,28
125,60
0,30
1300,35
26352,60
76,30
320,60
1,30
50492.06,53
16348,31
1204,30
25,30
0,20
32,32
90,30
274,27
30,30
0,30
10143,30
52.75,30
4119,25
115,60
61,30
52476,30
1514,28
1380,35
0,89
0,30
20,35
4330,51
64987,29
28,9
1,31
0,7
106,45
0,60
0,56
938,47
22190,31
2540,38
1270,30
100,60
4354,40
4276,45
23236,43
2016,30
5,21
0,29
25,60
78,20
295,45
2100,21
2561,35
10712,30
0,30
1,45
5170,26
1260,30
0,30
244,30
7362,30
1042,30
2650,31
2220,46
1486,45
5,30
385,34
10350,30
237,35
0,59
20318,38
2325,60
8366,37
1355,30
445,30
1050,30
0,30
0,30
3590,40
150,30
0,60
4726.25,30
298,61
5215,44
1,30
105,60
1639,13
2166,30
8039,25
1565,30
1090,30
2833,30
0,58
3333.66,10
1858,30
24183,40
10010.44,60
5615,38
0,30
29406.05,30
5,34
1075,30
200,30
140,31
270,60
222.02,30
0,45
0,45
3593,32
5,30
7751,60
10,30
0,60
583,30
12,30
143,30
180,30
30,60
50,30
0,60
3617,54
30,58
15122,40
210,60
50,30
4798,35
4095,30
1,30
1,30
0,60
48907,48
377,33
5641,31
5,30
2500,30
2818,30
1014,30
3065,32
515,40
2515,30
698,53
76163,52
5261,40
8782,45
430,21
2128,30
5662,30
0,21
62840,33
225,30
6768,30
24771,35
2137,30
70,60
70,60
6530,45
16695,33
125814.73,60
305,59
3357,30
26271,18
2537,30
16136,40
7967,30
0,30
1634,21
21,30
657,35
27346.99,30
8040,60
5740,30
0,30
35008,31
1937,45
0,30
135,18
26,30
10930,30
2075.08,60
4166,42
30431,32
250,39
5030,30
240,30
766,40
290,30
1488,30
5626,60
610,45
45159,29
1608,33
483,32
5365,30
5842,30
10100,32
25,41
5892,30
0,30
415,30
190,30
9295,30
1902,30
50,35
0,25
5,30
510,10
0,60
300,30
575,45
13170.84,28
260,60
0,25
2762,39
76,60
0,30
1410.3,30
357,30
4036,45
10,31
1209,18
3260,62
3347,30
1235,49
20545,46
75,21
0,30
1085,35
2171.01,35
428,33
0,56
455,30
2925,21
2653,32
30,59
0,60
2010,53
265880.54,35
592,32
0,30
12920,30
1,30
0,45
1482.16,45
5025,31
6248.99,30
1061,45
20,19
15636,21
383,30
22045,31
0,40
52,30
216,30
268,30
28026.73,18
1611,32
0,60
1416,30
17,30
3748,60
980,30
8385,32
1006,30
1,60
5460,30
33,15
1,10
265,30
205,30
50,30
17332,32
12230,33
0,30
1500,29
460,90
0,60
0,30
637,30
196,91
6,30
69,35
900,30
11439.66,45
251,30
1368,20
633,40
111,60
705,50
10,6
0,30
1526,30
15320,30
400,30
0,19
60,20
710,37
1183,21
5101,50
120,30
2205,30
2772,30
2605,45
0,30
0,60
42557,31
33,20
1,20
1447,22
411,40
95,23
14348.33,30
137811.76,35
1176,31
120,60
526,30
2686,30
0,60
109,31
15072,30
0,45
86,30
777,30
143,30
3175,31
700,40
25,30
2736,46
51,30
640,13
0,55
1133,30
44183.99,44
190,45
0,30
70,20
13093,30
0,29
7694,30
0,60
1922,30
0,30
15038,47
35,60
1562,30
1016,30
1077,40
241,60
0,30
2205,26
0,30
7539,32
0,35
0,66
108,4
0,30
6,30
6381,30
800,31
4574.61,45
2,30
255,7
639,30
2664.11,30
7654,8
5231.95,35
762,30
3411,26
16925,30
0,30
500,10
241,30
60,86
2169,30
1450,18
75,30
32730,28
4,30
1040,33
590,30
12350,30
5290,38
0,29
4410,30
180,30
2025,36
6,47
6025,31
0,45
0,30
0,10
2557,32
122,60
39764,30
5096,50
545,16
2,32
0,30
10405,30
30756,25
6085,33
0,30
4737,31
250,60
9333.02,30
5170,30
2030,30
0,30
1701,30
56,43
15858,31
2231,35
9145,30
1455,30
10240.53,90
4782.69,45
3154,31
201,60
110,28
0,60
726,30
325,31
500,28
10518.1,23
492,60
118,45
0,45
10770,50
5394,30
2540,10
20316.58,55
7061,17
600,7
0,60
1175,30
3646,40
10,21
360,17
0,30
358,30
5673,21
283,36
6,60
1020,30
100,30
1607,24
0,23
2184,30
100,30
0,30
551,45
0,30
215,30
10268,40
10,32
1137,30
360,45
25,60
3876,30
1005,30
60,30
16518.69,45
105745,30
1,30
30,30
0,60
5568,40
10475,30
2801,30
10,35
0,45
845,30
856,51
842.23,30
48,30
540,26
1001.77,21
5588,30
12577,33
3550,30
902,30
22,30
15511,31
1,44
1708,21
64563,30
153,25
3515,30
57124,38
869,30
3390,34
125,30
11663.6,29
2201,45
0,49
10005.12,90
5795,23
35,30
13599,31
35,24
2985,30
20,60
550,30
10275,90
12127,30
282,40
4424,30
2346,30
2162,30
35,30
400,30
158,7
25,30
6685,30
768.88,30
45,30
35936,30
79744.47,30
0,30
495,29
105,90
8149,45
6,30
2826.43,16
0,30
312,30
0,30
3509,45
0,21
0,30
8474,26
34,60
260,17
2390,25
0,77
1102,30
8183,30
15293,26
47775.66,29
3123,30
355,25
301,30
28,19
2242,24
0,30
125,30
5,25
85210,31
3580,30
56624,29
105,31
0,30
0,24
0,30
3571.69,31
353,31
410,35
1254,41
28091.55,30
2000,41
12100,31
1740,30
0,60
10025,30
2683,36
0,30
430,30
52,30
0,30
5,60
7913,30
5219,35
3678,30
18870.5,30
7561.39,30
380,26
1,30
0,30
768,30
915,60
20,30
6577,49
10668,27
10,30
10,30
67653.1,30
5910,30
350,16
18826,20
501,36
10941,34
5398,60
210,34
10146,30
9140.01,37
125,30
279,30
200,25
2650,35
0,60
13403.01,30
2179,30
390,30
0,39
0,60
230.01,30
10770,60
489,30
13695,40
1256,24
7897,40
418,45
98,30
710,40
32525,39
1163,40
6074,30
926,20
162,30
0,45
2593,30
50,30
0,22
860,60
10961,86
0,45
3170,30
1,51
25,87
135,30
1065,21
1525,21
12668,33
336,30
5035.69,30
0,30
0,30
5906,30
3119.31,30
426,30
2661,40
693435,30
3139,37
28,30
3854,30
0,40
225,30
60,30
5027.5,60
5255,20
200,35
4223.69,30
1020,42
2002,30
2176,30
2067,30
6540,30
766,45
210,36
15628,22
5,31
75,30
0,30
157,45
1197,30
0,60
1220,30
871,30
51,30
40549.03,30
356,16
219,30
30,30
5319,30
1291,30
51,30
10160,30
6207,30
155,30
11658.51,21
1517,35
6840.32,30
0,30
0,30
0,45
983,30
3000,30
162,48
4151,30
0,30
0,33
0,30
8,20
4695,60
4076,60
713,38
2191,30
166,60
76,21
177.43,52
0,30
228236.01,37
3182,30
40435.87,42
6202,28
0,40
75,17
695,25
125,45
3170,30
2150,30
1,45
0,28
0,30
1155,35
1216,60
260,60
667,34
0,30
334,30
0,45
55,30
497,30
36,45
3626,30
371,41
4140,29
0,30
690,30
23,30
5075,22
7888,30
1,40
2255,39
10220,60
1195.33,60
4934,35
1836,40
0,25
9473,30
5,30
6444,20
20,30
3565,30
390,16
0,23
40201,30
3000,40
30,30
10,45
3696,42
300,47
5422,30
25046,60
86,30
6471,30
45,39
11411,25
50,30
50,30
75,30
26,60
0,30
7145,30
2585,30
498,30
25,30
1087,37
2253,38
1857,60
50,89
22775,20
545,25
0,45
6845,21
1933,22
1132,33
5,30
503,28
1655,30
19325,63
125,60
310,60
1645,30
125,46
306.77,26
2341,30
120,45
39,30
54877,23
0,30
259,30
6906.08,45
2705,46
192,21
7109.01,30
6389,30
1675,27
0,40
11222,30
2051,30
23,17
81279,30
4093,45
25,14
15189,60
11145,31
393,23
28048,34
105,30
16,51
0,30
11586,28
7505,30
21194.19,45
11497,30
0,30
3866,90
125,45
640,18
100,24
760,15
5228,32
5185,32
7,60
125,31
166,25
11385,31
0,7
223.88,18
1561,60
35,30
99065.49,45
570,60
0,29
0,15
109,30
490,27
88936.01,34
1,24
1000,23
6562,40
300,90
0,30
8385,1
1924018,30
9935,30
38187,45
37,30
2622.02,37
80,40
2768,15
781,28
1037,30
315,30
322697.96,30
2887.23,30
5801,30
725,13
0,60
7997,37
3060.5,60
0,20
2850,23
121,14
15542.11,30
1855,40
2740,31
0,30
0,90
6249,30
3005,52
14865,32
0,30
2080,30
403,30
30,30
144682,30
1325,60
4704,30
11258,30
350,30
0,30
1,60
2033,45
600,30
229958,45
0,62
295,30
46,30
2056,30
0,12
1,15
85,30
3385,30
0,45
6318,30
240,45
2718,30
1370,25
37276.82,38
5055,35
14011,30
160,59
900,29
740,30
3844,21
10397,30
10,45
4155,61
1542,21
23228,30
3300,29
0,30
8264,56
20,30
13384.18,61
1895,60
8250,30
5196,30
81921.88,38
225,31
10876,29
25390,32
31803,30
567968.41,31
765,20
5,30
2620,30
15,30
11650.55,30
441,30
4497,31
221,60
381,30
2504.34,21
31410,32
0,30
250,29
0,30
21022.25,20
585,8
1241615.13,45
8858,45
52,30
5301,59
3705,30
213,35
1400,21
9822,30
56,60
690,15
4212,60
17190,31
1480,30
13267,25
173,9
2000,60
515,20
0,30
343,30
60,30
240,15
0,30
15158,30
4624,30
245,84
1950,30
1865,14
0,30
2176,30
1,45
16609,30
25,90
6256,31
23150,30
46,29
25076,30
90,55
1471,30
0,30
1950,57
17926,30
574.69,20
9182,30
68,30
2115,44
5617,30
1,30
130925.6,30
3926,21
16118.05,32
205,60
5055,30
0,31
396,30
47,60
0,59
3018,30
26,36
17963,45
484,30
2186,30
0,60
3233,30
86,30
129,30
1,31
579,45
778,45
850,12
189,30
0,60
13437,36
0,30
100,30
100,35
514,30
5266,30
391,49
4275,30
2660,38
10797,59
5587.4,60
335,32
255,35
0,32
18,30
0,30
50,30
110,30
1283,41
500,46
1100,30
2867.4,40
7575,45
629460,19
609,29
360,60
3186.66,30
28,54
0,30
5907.25,30
0,31
1,30
0,25
2476,46
85,35
0,31
191,30
170782,40
1735,45
393,21
5250,32
1908,20
2,30
1,30
2516,30
1,30
51057.39,31
1131,45
2017,22
1895,31
0,21
85,30
308.19,30
0,60
650,30
12,10
910,30
1461,30
4710,35
7703.85,30
5481,34
7789.99,20
5375,24
0,30
876,35
1137,30
86.5,35
3305,32
2,45
40,30
11351,30
6493,30
552,30
30,17
836,30
6041,42
178,30
0,60
0,30
0,30
0,30
20,30
0,60
260,90
1270,6
2091,32
174,32
21500,33
100363.6,34
1410,22
50,45
4749,30
150,30
13303,60
343749,30
15,41
43,30
12,30
2085,30
40,60
6580.75,23
10012,30
2205,30
45,30
1260,41
6236.56,56
409,40
70,30
7,30
16086,31
18820,30
1973,30
32547,36
549,30
12820,30
1275,30
957,44
2450,36
650,41
3706,20
4527,64
1711,60
0,30
22,25
7159,30
31448.52,30
6621.11,30
0,30
884,34
2107,25
701.02,35
1146,30
0,57
0,60
633,30
616,15
7410,21
1890,15
584,30
35,30
25005,24
6493,31
323,31
2815,30
26368,53
0,30
0,31
1486.13,84
71353,30
20528,30
5375,30
0,60
10,30
26992,38
15135,45
30,60
3314,30
645,30
3090,25
2572,30
924.2,30
996,60
3292,30
17426,30
7587,29
8369.11,21
10504,25
5211.42,33
2310,30
1,30
0,40
0,23
11075,60
100,38
77,48
50,30
13238.1,60
3514,30
6104,30
2116,30
8326,30
16,30
8050,30
564,14
96583,36
301,60
4965,54
4590,25
0,30
7731,27
26,30
617,16
2246,60
9633.5,34
1141,25
3600,30
0,10
3066.69,30
3012,60
16001,40
0,30
0,30
300,30
8820,10
707,30
16435,30
823,45
3150,38
30426,31
550,30
2492,35
68319,24
954,52
7,60
5036.07,48
0,45
8722,60
7256,30
5151,20
76,27
105,30
0,60
0,28
0,30
2858,31
0,30
1071,30
790,26
10626,33
359,30
7220,31
51,30
15527,30
206,10
0,30
7551,30
0,30
1604.74,32
196.51,28
44194,30
2097,10
15595,54
0,33
499,30
472,30
37749,31
1075,30
4780,16
9551,30
3256,33
50,60
1720,30
340,20
9001,30
1253,30
30,30
1106.64,30
486,30
3136,29
0,90
7593,15
6125,39
9131.77,90
24752.69,14
6120,17
2010,35
86277.56,35
3025,30
817.05,37
376,43
70,40
0,30
1,25
286,24
1665,30
25,30
320,30
9975,30
3940,26
18125,21
3603,30
20,30
251647.74,31
7826,30
0,30
5000,21
943,31
6322,30
600,55
3085,30
8712,40
166075,32
500,30
0,30
466,35
23582.57,30
6975,45
12,30
0,30
2181,45
645,45
8875.33,31
15539,30
110,50
327,33
20572,30
602,30
0,16
12,28
4401,21
0,30
463,40
600,20
90,35
0,60
6023,30
922,21
106,57
695,30
1475,30
7979,45
5000,30
2070,90
0,30
3720,30
9740,30
7105.5,90
2000,61
53,60
5,30
6140,35
22796.03,52
15058,30
16228,30
5,60
7000.03,30
3750,30
0,30
2610,39
111,30
2204,30
3164,14
329.69,33
370,30
449,7
1,53
6465,30
220.01,30
20626,30
29,30
720,30
250,30
250,30
45,30
1511,29
0,30
2525,30
6925,30
45,35
458,40
1313,20
56194,32
0,30
3000,30
641,30
340,60
2283,30
0,20
0,35
6,30
0,33
115,33
0,30
290,31
3061,21
100,21
0,44
0,30
1018.66,29
1691,45
1972,30
0,60
5,30
25,45
2165,30
0,30
8791,31
5195,30
1270,15
848,30
0,15
815,30
658,30
1565.99,15
792.14,60
1930,30
848,40
3116,30
10615,30
1310,30
2313,35
1001,91
3000,30
160,30
27075,30
8505,30
875,30
16,30
2820,32
13014,32
171,30
1391,30
9.35,46
904,60
3310,30
125,30
39,30
8919.01,20
42,60
